run,strategy,generation,index,algorithm,fitness
exp_mo_1plus1_run3,(1+1)-ES,89,90,MOBO_GP_WeightedUCB,0.408843
exp_mo_1plus1_run3,(1+1)-ES,90,91,MOBO_GP_WeightedUCB,0.370719
exp_mo_1plus1_run3,(1+1)-ES,91,92,MOBO_GP_WeightedUCB,0.413601
exp_mo_1plus1_run3,(1+1)-ES,92,93,MOBO_GP_WeightedUCB,0.399144
exp_mo_1plus1_run3,(1+1)-ES,93,94,MOBO_GP_WeightedUCB,0.425948
exp_mo_1plus1_run3,(1+1)-ES,94,95,MOBO_GP_WeightedUCB,0.422693
exp_mo_1plus1_run3,(1+1)-ES,95,96,MOBO_GP_WeightedUCB,0.428425
exp_mo_1plus1_run3,(1+1)-ES,96,97,MOBO_GP_WeightedUCB,0.477467
exp_mo_1plus1_run3,(1+1)-ES,97,98,MOBO_GP_WeightedUCB,0.400194
exp_mo_1plus1_run3,(1+1)-ES,98,99,MOBO_GP_WeightedUCB,0.477467
exp_mo_1plus1_run3,(1+1)-ES,99,100,MOBO_GP_WeightedUCB,0.477467
exp_mo_4plus16_run1,(4+16)-ES,0,1,MOBOBayesianOptimization,0.461379
exp_mo_4plus16_run1,(4+16)-ES,0,2,MOBOTchebycheffLCB,0.470202
exp_mo_4plus16_run1,(4+16)-ES,0,3,MOBORandomForestMOLCB,0.464257
exp_mo_4plus16_run1,(4+16)-ES,0,4,MOBOExtraTreesDistanceEI,0.429552
exp_mo_4plus16_run1,(4+16)-ES,1,5,MOBOExtraTreesTchebycheffLCB,0.408988
exp_mo_4plus16_run1,(4+16)-ES,1,6,MOBOBayesianOptimization,0.456874
exp_mo_4plus16_run1,(4+16)-ES,1,7,MOBORandomForestMOLCB,0.456224
exp_mo_4plus16_run1,(4+16)-ES,1,8,MOBOGPRTchebycheffLCB,0.423417
exp_mo_4plus16_run1,(4+16)-ES,1,9,MOBOGaussianProcessWSEI,
exp_mo_4plus16_run1,(4+16)-ES,1,10,MOBOExtraTreesMOLCB,0.448966
exp_mo_4plus16_run1,(4+16)-ES,1,11,MOBOBayesianWSEI,0.396271
exp_mo_4plus16_run1,(4+16)-ES,1,12,MOBOExtraTreesTchebycheffLCB,0.445109
exp_mo_4plus16_run1,(4+16)-ES,1,13,MOBOHypervolumeTchebycheffLCB,0.439751
exp_mo_4plus16_run1,(4+16)-ES,1,14,MOBOExtraTreesDistanceEI,0.429992
exp_mo_4plus16_run1,(4+16)-ES,1,15,MOBOBayesianOptimization,0.463383
exp_mo_4plus16_run1,(4+16)-ES,1,16,MOBOGaussianProcessTchebycheff,0.457030
exp_mo_4plus16_run1,(4+16)-ES,1,17,MOBORandomForestParEGO,0.501628
exp_mo_4plus16_run1,(4+16)-ES,1,18,MOBOGaussianProcessWSEI,0.484023
exp_mo_4plus16_run1,(4+16)-ES,1,19,MOBORandomForestWeightedLCB,0.434129
exp_mo_4plus16_run1,(4+16)-ES,1,20,MOBOGaussianProcessWSEI,0.465353
exp_mo_4plus16_run1,(4+16)-ES,2,21,MOBOGPWeightedScalarization,0.472808
exp_mo_4plus16_run1,(4+16)-ES,2,22,MOBOGPAdaptiveWSEI,0.335251
exp_mo_4plus16_run1,(4+16)-ES,2,23,MOBORandomForestWSEI,0.388563
exp_mo_4plus16_run1,(4+16)-ES,2,24,MOBOGaussianProcessParEGO,0.461584
exp_mo_4plus16_run1,(4+16)-ES,2,25,MOBOGaussianProcessWSEI,0.477361
exp_mo_4plus16_run1,(4+16)-ES,2,26,MOBORFRandomParEGO,0.347127
exp_mo_4plus16_run1,(4+16)-ES,2,27,MOBOGaussianProcessParEGO,0.457711
exp_mo_4plus16_run1,(4+16)-ES,2,28,MOBOTchebycheffLCB,0.446399
exp_mo_4plus16_run1,(4+16)-ES,2,29,MOBOFastRF_WSEI,0.452842
exp_mo_4plus16_run1,(4+16)-ES,2,30,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,2,31,MOBORandomForestParEGOEfficientBatch,0.457225
exp_mo_4plus16_run1,(4+16)-ES,2,32,MOBOGaussianProcessWSEI,0.470565
exp_mo_4plus16_run1,(4+16)-ES,2,33,MOBOTchebycheffLCB_Refined,0.458007
exp_mo_4plus16_run1,(4+16)-ES,2,34,MOBOGaussianProcessWSEI,0.315769
exp_mo_4plus16_run1,(4+16)-ES,2,35,MOBOGaussianProcessWSEI,0.473939
exp_mo_4plus16_run1,(4+16)-ES,2,36,MOBOGaussianProcessESM,0.452056
exp_mo_4plus16_run1,(4+16)-ES,3,37,MOBOGaussianProcessWSEI,0.445159
exp_mo_4plus16_run1,(4+16)-ES,3,38,MOBOGaussianProcessWSEI,0.460502
exp_mo_4plus16_run1,(4+16)-ES,3,39,MOBOGaussianProcessWSEI,0.472756
exp_mo_4plus16_run1,(4+16)-ES,3,40,MOBOGaussianProcessWSEIRuntimeOptimized,0.468325
exp_mo_4plus16_run1,(4+16)-ES,3,41,MOBOGaussianProcessWSEI,0.337881
exp_mo_4plus16_run1,(4+16)-ES,3,42,MOBORandomForestParEGO,0.353481
exp_mo_4plus16_run1,(4+16)-ES,3,43,MOBOGaussianProcessWSEI,0.467925
exp_mo_4plus16_run1,(4+16)-ES,3,44,MOBORandomForestParEGO,0.461461
exp_mo_4plus16_run1,(4+16)-ES,3,45,MOBOGPBudgetWSEI,0.472212
exp_mo_4plus16_run1,(4+16)-ES,3,46,MOBORandomForestWSEI,0.373135
exp_mo_4plus16_run1,(4+16)-ES,3,47,MOBOEfficientEnsembleEI,0.298684
exp_mo_4plus16_run1,(4+16)-ES,3,48,MOBOGaussianProcessWSEI,0.454922
exp_mo_4plus16_run1,(4+16)-ES,3,49,MOBOGaussianProcessWSEIRefined,0.459147
exp_mo_4plus16_run1,(4+16)-ES,3,50,MOBOGaussianProcessWSEI_Refined,0.348263
exp_mo_4plus16_run1,(4+16)-ES,3,51,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,3,52,MOBORandomForestParEGO,0.444732
exp_mo_4plus16_run1,(4+16)-ES,4,53,MOBOGaussianProcessWSEI,0.443264
exp_mo_4plus16_run1,(4+16)-ES,4,54,MOBOGaussianProcessWSEI_Refined,0.483150
exp_mo_4plus16_run1,(4+16)-ES,4,55,MOBOGaussianProcessWSEI,0.472687
exp_mo_4plus16_run1,(4+16)-ES,4,56,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,4,57,MOBORandomForestWSEI,0.428443
exp_mo_4plus16_run1,(4+16)-ES,4,58,MOBOGaussianProcessWSEI,
exp_mo_4plus16_run1,(4+16)-ES,4,59,MOBOGaussianProcessWSEI,0.481384
exp_mo_4plus16_run1,(4+16)-ES,4,60,MOBORandomForestWSEI,0.405602
exp_mo_4plus16_run1,(4+16)-ES,4,61,MOBORandomForestWTCB,0.440567
exp_mo_4plus16_run1,(4+16)-ES,4,62,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,4,63,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,4,64,MOBOGaussianProcessWSEIRefined,0.463864
exp_mo_4plus16_run1,(4+16)-ES,4,65,MOBOGaussianProcessParEGO,0.465633
exp_mo_4plus16_run1,(4+16)-ES,4,66,MOBORandomForestParEGO,0.351638
exp_mo_4plus16_run1,(4+16)-ES,4,67,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,4,68,MOBORandomForestParEGOEfficient,0.357994
exp_mo_4plus16_run1,(4+16)-ES,5,69,MOBOGP_RobustWSEI,0.463926
exp_mo_4plus16_run1,(4+16)-ES,5,70,MOBOGaussianProcessWSEI,0.454974
exp_mo_4plus16_run1,(4+16)-ES,5,71,MOBOGaussianProcessWSEI_Refined,0.458859
exp_mo_4plus16_run1,(4+16)-ES,5,72,MOBOGaussianProcessWSEI,0.426950
exp_mo_4plus16_run1,(4+16)-ES,5,73,MOBORandomForestParEGO,0.501628
exp_mo_4plus16_run1,(4+16)-ES,5,74,MOBOGaussianProcessWSEI_Refined,0.504688
exp_mo_4plus16_run1,(4+16)-ES,5,75,MOBOGaussianProcessWSEI_Refined,0.483150
exp_mo_4plus16_run1,(4+16)-ES,5,76,MOBOGaussianProcessWSEI,0.487452
exp_mo_4plus16_run1,(4+16)-ES,5,77,MOBOGaussianProcessParEGO,0.437436
exp_mo_4plus16_run1,(4+16)-ES,5,78,MOBORandomForestParEGO_Batch,0.490080
exp_mo_4plus16_run1,(4+16)-ES,5,79,MOBOGaussianProcessWSEI_SMACtuned,0.445049
exp_mo_4plus16_run1,(4+16)-ES,5,80,MOBOGaussianProcessWSEI_Refined,0.432774
exp_mo_4plus16_run1,(4+16)-ES,5,81,MOBORandomForestParEGOOptimized,
exp_mo_4plus16_run1,(4+16)-ES,5,82,MOBOGaussianProcessWSEI,0.483150
exp_mo_4plus16_run1,(4+16)-ES,5,83,MOBOGaussianProcessWSEI_Refined,0.456807
exp_mo_4plus16_run1,(4+16)-ES,5,84,MOBOGaussianProcessParEGO,0.482465
exp_mo_4plus16_run1,(4+16)-ES,6,85,MOBORandomForestParEGO_Efficient,0.471923
exp_mo_4plus16_run1,(4+16)-ES,6,86,MOBORandomForestParEGO_Refined,0.465809
exp_mo_4plus16_run1,(4+16)-ES,6,87,MOBORandomForestParEGO_Robust,0.502278
exp_mo_4plus16_run1,(4+16)-ES,6,88,MOBORandomForestParEGO,0.462706
exp_mo_4plus16_run1,(4+16)-ES,6,89,MOBORandomForestParEGO_Refined,0.424493
exp_mo_4plus16_run1,(4+16)-ES,6,90,MOBORandomForestParEGO,0.471294
exp_mo_4plus16_run1,(4+16)-ES,6,91,MOBOGaussianProcessWSEI_FastRefined,0.451959
exp_mo_4plus16_run1,(4+16)-ES,6,92,MOBORandomForestParEGO_Batch_Refined,0.515780
exp_mo_4plus16_run1,(4+16)-ES,6,93,MOBOImprovedParEGO,0.462960
exp_mo_4plus16_run1,(4+16)-ES,6,94,MOBORandomForestParEGO_Refined,0.492119
exp_mo_4plus16_run1,(4+16)-ES,6,95,MOBORandomForestWTLB,0.479122
exp_mo_4plus16_run1,(4+16)-ES,6,96,MOBOGPImprovedWSEI,0.455479
exp_mo_4plus16_run1,(4+16)-ES,6,97,MOBORandomForestParEGO_RefinedBatch,0.495073
exp_mo_4plus16_run1,(4+16)-ES,6,98,MOBORandomForestParEGO,0.419759
exp_mo_4plus16_run1,(4+16)-ES,6,99,MOBORandomForestParEGO_RefinedBatch,0.408704
exp_mo_4plus16_run1,(4+16)-ES,6,100,MOBORandomForestParEGO_Refined,0.514786
exp_mo_4plus16_run2,(4+16)-ES,0,1,MOBOWeightedSumEI,0.461817
exp_mo_4plus16_run2,(4+16)-ES,0,2,MOBOTchebycheffEI,
exp_mo_4plus16_run2,(4+16)-ES,0,3,MOBOMultiObjectiveUCB,0.510125
exp_mo_4plus16_run2,(4+16)-ES,0,4,MOBOEvolutionaryAcquisition,0.484602
exp_mo_4plus16_run2,(4+16)-ES,1,5,MOBOTchebycheffMCEI,0.538813
exp_mo_4plus16_run2,(4+16)-ES,1,6,MOBOTchebycheffEI,0.523020
exp_mo_4plus16_run2,(4+16)-ES,1,7,MOBOWeightedSumEI,0.484681
exp_mo_4plus16_run2,(4+16)-ES,1,8,MOBOParegoEI,0.495761
exp_mo_4plus16_run2,(4+16)-ES,1,9,MOBOEvolutionaryWeightedEI,0.556889
exp_mo_4plus16_run2,(4+16)-ES,1,10,MOBOTchebycheffMC_EI,0.581095
exp_mo_4plus16_run2,(4+16)-ES,1,11,MOBODiversityTchebycheffEI,0.456357
exp_mo_4plus16_run2,(4+16)-ES,1,12,MOBOMultiObjectiveUCB,0.475659
exp_mo_4plus16_run2,(4+16)-ES,1,13,MOBOUCBIncrementalPF,0.440594
exp_mo_4plus16_run2,(4+16)-ES,1,14,MOBOTchebycheffEI,0.486350
exp_mo_4plus16_run2,(4+16)-ES,1,15,MOBOEvolutionaryWeightedPI,0.435511
exp_mo_4plus16_run2,(4+16)-ES,1,16,MOBOWeightedSumEIRefinedGP,0.465232
exp_mo_4plus16_run2,(4+16)-ES,1,17,MOBOHybridTchebycheffEI,0.503050
exp_mo_4plus16_run2,(4+16)-ES,1,18,MOBOTchebycheffEAEA,0.513237
exp_mo_4plus16_run2,(4+16)-ES,1,19,MOBOEvolutionaryESI,0.585083
exp_mo_4plus16_run2,(4+16)-ES,1,20,MOBOEnhancedEA,0.476820
exp_mo_4plus16_run2,(4+16)-ES,2,21,MOBOWSEI,
exp_mo_4plus16_run2,(4+16)-ES,2,22,MOBOTchebycheffMCEI,0.474571
exp_mo_4plus16_run2,(4+16)-ES,2,23,MOBOEvolutionaryEIRefined,0.625091
exp_mo_4plus16_run2,(4+16)-ES,2,24,MOBOTchebycheffVMC_EI,0.506325
exp_mo_4plus16_run2,(4+16)-ES,2,25,MOBOTchebycheffEvolutionaryEI,0.533927
exp_mo_4plus16_run2,(4+16)-ES,2,26,MOBOTchebycheffMC_EI,0.519873
exp_mo_4plus16_run2,(4+16)-ES,2,27,MOBOEvolutionaryESIImproved,0.555341
exp_mo_4plus16_run2,(4+16)-ES,2,28,MOBOTchebycheffMCEIImproved,0.475469
exp_mo_4plus16_run2,(4+16)-ES,2,29,MOBOWeightedESI,0.472289
exp_mo_4plus16_run2,(4+16)-ES,2,30,MOBOEvolutionaryWeightedEIFast,0.482428
exp_mo_4plus16_run2,(4+16)-ES,2,31,MOBOTchebycheffMC_EI,0.481934
exp_mo_4plus16_run2,(4+16)-ES,2,32,MOBOEvolutionaryEHVI,0.560005
exp_mo_4plus16_run2,(4+16)-ES,2,33,MOBOEvolutionaryESIVec,0.618773
exp_mo_4plus16_run2,(4+16)-ES,2,34,MOBOSurrogateMC,0.638500
exp_mo_4plus16_run2,(4+16)-ES,2,35,MOBOTchebycheffMCEAEI,0.500092
exp_mo_4plus16_run2,(4+16)-ES,2,36,MOBOTchebycheffMCEI,0.463699
exp_mo_4plus16_run2,(4+16)-ES,3,37,MOBOHypervector,0.565995
exp_mo_4plus16_run2,(4+16)-ES,3,38,MOBOEvolutionaryExpectedScalarizedImprovement,0.518383
exp_mo_4plus16_run2,(4+16)-ES,3,39,MOBOEvolutionaryESIImproved,0.506780
exp_mo_4plus16_run2,(4+16)-ES,3,40,MOBOEvolutionaryESIImprovedEA,0.664194
exp_mo_4plus16_run2,(4+16)-ES,3,41,MOBOEvolutionaryEIRefined,0.519503
exp_mo_4plus16_run2,(4+16)-ES,3,42,MOBOEvolutionaryMaxESI,0.501340
exp_mo_4plus16_run2,(4+16)-ES,3,43,MOBOImprovedTchebycheff,0.594936
exp_mo_4plus16_run2,(4+16)-ES,3,44,MOBOSurrogateMC,0.502865
exp_mo_4plus16_run2,(4+16)-ES,3,45,MOBOEvolutionaryESIImproved,0.508862
exp_mo_4plus16_run2,(4+16)-ES,3,46,MOBOEvolutionaryTchebyEI,0.491754
exp_mo_4plus16_run2,(4+16)-ES,3,47,MOBOEvolutionaryTchebycheffEI,0.494290
exp_mo_4plus16_run2,(4+16)-ES,3,48,MOBOEvolutionaryRobustESI,0.560335
exp_mo_4plus16_run2,(4+16)-ES,3,49,MOBOEvolutionaryMaxWeightedEI,0.521080
exp_mo_4plus16_run2,(4+16)-ES,3,50,MOBOEvolutionaryESIVecRefined,0.533055
exp_mo_4plus16_run2,(4+16)-ES,3,51,MOBOEvolutionaryMaxESI,0.660114
exp_mo_4plus16_run2,(4+16)-ES,3,52,MOBOSimplexWeightedEI,0.470141
exp_mo_4plus16_run2,(4+16)-ES,4,53,MOBOHybridTchebyEI,0.501712
exp_mo_4plus16_run2,(4+16)-ES,4,54,MOBOEvolutionaryEnhancedMaxEI,0.650571
exp_mo_4plus16_run2,(4+16)-ES,4,55,MOBOEvolutionaryMultiDirectionalEI,0.526243
exp_mo_4plus16_run2,(4+16)-ES,4,56,MOBOSurrogateVectorizedEI,0.589476
exp_mo_4plus16_run2,(4+16)-ES,4,57,MOBOHybridMaxESI,0.556283
exp_mo_4plus16_run2,(4+16)-ES,4,58,MOBOImprovedScalarizedEI,0.698114
exp_mo_4plus16_run2,(4+16)-ES,4,59,MOBOEnhancedEAESI,0.624426
exp_mo_4plus16_run2,(4+16)-ES,4,60,MOBOScaledMaxESI,0.638613
exp_mo_4plus16_run2,(4+16)-ES,4,61,MOBOHybridAcquisitionEI,0.606829
exp_mo_4plus16_run2,(4+16)-ES,4,62,MOBOEvolutionaryMaxESI_Optimized,0.683658
exp_mo_4plus16_run2,(4+16)-ES,4,63,MOBOHybridMaxESI,0.626661
exp_mo_4plus16_run2,(4+16)-ES,4,64,MOBOScalableEvolutionaryEI,0.587943
exp_mo_4plus16_run2,(4+16)-ES,4,65,MOBOImprovedTchebycheff,0.585951
exp_mo_4plus16_run2,(4+16)-ES,4,66,MOBOEvolutionaryMaxESIElite,0.688413
exp_mo_4plus16_run2,(4+16)-ES,4,67,MOBOHybridTchebycheffEI,0.506903
exp_mo_4plus16_run2,(4+16)-ES,4,68,MOBOEvolutionaryMaxESI,0.689529
exp_mo_4plus16_run2,(4+16)-ES,5,69,MOBOEvolutionaryMaxESI_Hybrid,0.110977
exp_mo_4plus16_run2,(4+16)-ES,5,70,MOBOHybridMaxESI,0.665945
exp_mo_4plus16_run2,(4+16)-ES,5,71,MOBOEvolutionaryMaxESIElite,0.588009
exp_mo_4plus16_run2,(4+16)-ES,5,72,MOBOAdaptiveESI,0.629261
exp_mo_4plus16_run2,(4+16)-ES,5,73,MOBOEvolutionaryMaxESI_Refined,0.649523
exp_mo_4plus16_run2,(4+16)-ES,5,74,MOBOImprovedScalarizedEI,0.626910
exp_mo_4plus16_run2,(4+16)-ES,5,75,MOBOEvolutionaryMaxESI_AdaptiveGP,0.598209
exp_mo_4plus16_run2,(4+16)-ES,5,76,MOBOEvolutionaryMaxESI_Swift,0.592900
exp_mo_4plus16_run2,(4+16)-ES,5,77,MOBOEvolutionaryMaxESIElite,0.642597
exp_mo_4plus16_run2,(4+16)-ES,5,78,MOBOEfficientMaxESI,0.678513
exp_mo_4plus16_run2,(4+16)-ES,5,79,MOBOEvolutionaryMaxESI_Fast,0.649738
exp_mo_4plus16_run2,(4+16)-ES,5,80,MOBOEfficientMaxESI,0.650684
exp_mo_4plus16_run2,(4+16)-ES,5,81,MOBOEvolutionaryMaxESIFast,0.631956
exp_mo_4plus16_run2,(4+16)-ES,5,82,MOBOEvolutionaryMaxESI,0.683976
exp_mo_4plus16_run2,(4+16)-ES,5,83,MOBOEvolutionaryMaxScalarized,0.604436
exp_mo_4plus16_run2,(4+16)-ES,5,84,MOBOImprovedScalarizedEI_Fast,0.663768
exp_mo_4plus16_run2,(4+16)-ES,6,85,MOBOEvolutionaryMaxESIRobust,0.650929
exp_mo_4plus16_run2,(4+16)-ES,6,86,MOBOEvolutionaryMaxESITuned,0.668430
exp_mo_4plus16_run2,(4+16)-ES,6,87,MOBOEvolutionaryMaxESI,
exp_mo_4plus16_run2,(4+16)-ES,6,88,MOBOEvolutionaryMaxESIPro,0.627855
exp_mo_4plus16_run2,(4+16)-ES,6,89,MOBOEvolutionaryMaxESIElite,0.562085
exp_mo_4plus16_run2,(4+16)-ES,6,90,MOBOEvolutionaryMaxESI,0.622441
exp_mo_4plus16_run2,(4+16)-ES,6,91,MOBOImprovedScalarizedEI,
exp_mo_4plus16_run2,(4+16)-ES,6,92,MOBOEfficientMaxESI,0.625696
exp_mo_4plus16_run2,(4+16)-ES,6,93,MOBOEvolutionaryMaxESI,0.609308
exp_mo_4plus16_run2,(4+16)-ES,6,94,MOBOEvolutionaryHybridESI,0.669848
exp_mo_4plus16_run2,(4+16)-ES,6,95,MOBOEvolutionaryMaxESI,0.647963
exp_mo_4plus16_run2,(4+16)-ES,6,96,MOBOEvolutionaryMaxESIElite,0.667674
exp_mo_4plus16_run2,(4+16)-ES,6,97,MOBOEvolutionaryMaxESI,0.666033
exp_mo_4plus16_run2,(4+16)-ES,6,98,MOBOEfficientMaxESI,0.634764
exp_mo_4plus16_run2,(4+16)-ES,6,99,MOBOEvolutionaryMaxESI,0.683976
exp_mo_4plus16_run2,(4+16)-ES,6,100,MOBOEfficientESI,0.594460
exp_mo_4plus16_run3,(4+16)-ES,0,1,MOBOSurrogateHypervolume,0.444154
exp_mo_4plus16_run3,(4+16)-ES,0,2,MOBOGPWeightedSumUCB,0.496240
exp_mo_4plus16_run3,(4+16)-ES,0,3,MOBOKNN_PBI_CD,0.488503
exp_mo_4plus16_run3,(4+16)-ES,0,4,MOBOLinearEnsembleEHVI,0.474241
exp_mo_4plus16_run3,(4+16)-ES,1,5,MOBOForestEHVI,0.469573
exp_mo_4plus16_run3,(4+16)-ES,1,6,MOBOSurrogateHypervolume,0.383343
exp_mo_4plus16_run3,(4+16)-ES,1,7,MOBORandomForestEHVI,0.469113
exp_mo_4plus16_run3,(4+16)-ES,1,8,MOBOKNN_PBI_UCB,0.482539
exp_mo_4plus16_run3,(4+16)-ES,1,9,MOBOKNN_PBI_CD,0.423135
exp_mo_4plus16_run3,(4+16)-ES,1,10,MOBORBF_TCH_UCB,0.483915
exp_mo_4plus16_run3,(4+16)-ES,1,11,MOBOGPParEGO,0.456577
exp_mo_4plus16_run3,(4+16)-ES,1,12,MOBOGPWeightedSumUCB,0.422707
exp_mo_4plus16_run3,(4+16)-ES,1,13,MOBORandomForestWeightedSumUCB,0.423805
exp_mo_4plus16_run3,(4+16)-ES,1,14,MOBOKNNDiversity,0.478752
exp_mo_4plus16_run3,(4+16)-ES,1,15,MOBOHypervolumeEnsemble,0.442947
exp_mo_4plus16_run3,(4+16)-ES,1,16,MOBORandomForestPBI_CD,0.487675
exp_mo_4plus16_run3,(4+16)-ES,1,17,MOBORobustScalarization,0.429747
exp_mo_4plus16_run3,(4+16)-ES,1,18,MOBO_GP_Tchebycheff_UCB,0.413679
exp_mo_4plus16_run3,(4+16)-ES,1,19,MOBOGPEHVI,0.429683
exp_mo_4plus16_run3,(4+16)-ES,1,20,MOBOSurrogateHypervolume,0.402243
exp_mo_4plus16_run3,(4+16)-ES,2,21,MOBORBF_TCH_UCB,0.470984
exp_mo_4plus16_run3,(4+16)-ES,2,22,MOBOGP_PBI_CD,0.443385
exp_mo_4plus16_run3,(4+16)-ES,2,23,MOBOGP_PBI_CD,0.466289
exp_mo_4plus16_run3,(4+16)-ES,2,24,MOBORFR_PBI_CD,
exp_mo_4plus16_run3,(4+16)-ES,2,25,MOBORandomForestPBI_CD,0.487675
exp_mo_4plus16_run3,(4+16)-ES,2,26,MOBOTchebycheffGP,0.471325
exp_mo_4plus16_run3,(4+16)-ES,2,27,MOBOGP_PBI_CD,0.412032
exp_mo_4plus16_run3,(4+16)-ES,2,28,MOBOKNN_PBI_CD,0.479894
exp_mo_4plus16_run3,(4+16)-ES,2,29,MOBOGPWeightedSumUCB,0.445268
exp_mo_4plus16_run3,(4+16)-ES,2,30,MOBOGP_PBI_UCB,0.449523
exp_mo_4plus16_run3,(4+16)-ES,2,31,MOBOGP_PBI_CD,0.450259
exp_mo_4plus16_run3,(4+16)-ES,2,32,MOBORBF_TCH_UCB,0.467618
exp_mo_4plus16_run3,(4+16)-ES,2,33,MOBOGP_TCH_CD,0.401797
exp_mo_4plus16_run3,(4+16)-ES,2,34,MOBORandomForestPBI_CD,0.489093
exp_mo_4plus16_run3,(4+16)-ES,2,35,MOBOKNNScaledPBI_CD,0.464965
exp_mo_4plus16_run3,(4+16)-ES,2,36,MOBOGP_WS_UCB_Matern,0.414870
exp_mo_4plus16_run3,(4+16)-ES,3,37,MOBOImprovedKNN_PBI_CD,0.433665
exp_mo_4plus16_run3,(4+16)-ES,3,38,MOBORandomForestPBI_CD,0.463397
exp_mo_4plus16_run3,(4+16)-ES,3,39,MOBOKNN_PBI_CD_Fast,0.443807
exp_mo_4plus16_run3,(4+16)-ES,3,40,MOBORandomForestLCBPBI_CD,0.510961
exp_mo_4plus16_run3,(4+16)-ES,3,41,MOBOGP_PBI_LCB_CD,0.428657
exp_mo_4plus16_run3,(4+16)-ES,3,42,MOBORandomForestPBI_CD,0.421997
exp_mo_4plus16_run3,(4+16)-ES,3,43,MOBOGPWeightedSumUCBImproved,0.457148
exp_mo_4plus16_run3,(4+16)-ES,3,44,MOBORandomForestPBICD,0.491376
exp_mo_4plus16_run3,(4+16)-ES,3,45,MOBOGPUCB_CD,0.434278
exp_mo_4plus16_run3,(4+16)-ES,3,46,MOBOGP_PBI_UCB,0.476656
exp_mo_4plus16_run3,(4+16)-ES,3,47,MOBOGP_PBI_CD,0.414962
exp_mo_4plus16_run3,(4+16)-ES,3,48,MOBORFR_PBI_CD,0.442545
exp_mo_4plus16_run3,(4+16)-ES,3,49,MOBORandomForestPBI_CD,0.443224
exp_mo_4plus16_run3,(4+16)-ES,3,50,MOBOKNN_PBI_CD,0.450658
exp_mo_4plus16_run3,(4+16)-ES,3,51,MOBORandomForestPBI_CD,0.437371
exp_mo_4plus16_run3,(4+16)-ES,3,52,MOBORandomForestLCBPBI_CD,0.529461
exp_mo_4plus16_run3,(4+16)-ES,4,53,MOBORandomForestPBISigma,0.468679
exp_mo_4plus16_run3,(4+16)-ES,4,54,MOBORandomForestPBICD,0.499250
exp_mo_4plus16_run3,(4+16)-ES,4,55,MOBOGPWSUCBFast,0.447443
exp_mo_4plus16_run3,(4+16)-ES,4,56,MOBORandomForestPBI_LCB_CD,0.471163
exp_mo_4plus16_run3,(4+16)-ES,4,57,MOBORandomForestLCBPBI_CD,0.496377
exp_mo_4plus16_run3,(4+16)-ES,4,58,MOBORandomForestLCBPBI_CD,0.455650
exp_mo_4plus16_run3,(4+16)-ES,4,59,MOBORandomForestPBI_CD,0.467404
exp_mo_4plus16_run3,(4+16)-ES,4,60,MOBORandomForestPBICD_Fast,0.411489
exp_mo_4plus16_run3,(4+16)-ES,4,61,MOBORandomForestLCBPBI_CD_Fast,0.461351
exp_mo_4plus16_run3,(4+16)-ES,4,62,MOBORandomForestPBIDensity,0.474846
exp_mo_4plus16_run3,(4+16)-ES,4,63,MOBORandomForestLCBPBI_CD_Efficient,0.470822
exp_mo_4plus16_run3,(4+16)-ES,4,64,MOBOExtraTreesPBIUCB,0.441967
exp_mo_4plus16_run3,(4+16)-ES,4,65,MOBOGPUCBImproved,0.487486
exp_mo_4plus16_run3,(4+16)-ES,4,66,MOBORandomForestPBI_LCBCD_Refined,0.455318
exp_mo_4plus16_run3,(4+16)-ES,4,67,MOBORandomForestPBI_CD,0.516993
exp_mo_4plus16_run3,(4+16)-ES,4,68,MOBORandomForestLCBPBI_CD_Refined,0.420527
exp_mo_4plus16_run3,(4+16)-ES,5,69,MOBORandomForestPBI_LCBCD,0.489881
exp_mo_4plus16_run3,(4+16)-ES,5,70,MOBORandomForestPBICD,0.405901
exp_mo_4plus16_run3,(4+16)-ES,5,71,MOBORandomForestLCBPBICD,0.490298
exp_mo_4plus16_run3,(4+16)-ES,5,72,MOBORandomForestLCBPBI_CD,0.510961
exp_mo_4plus16_run3,(4+16)-ES,5,73,MOBORandomForestPBIExplorer,0.462111
exp_mo_4plus16_run3,(4+16)-ES,5,74,MOBORandomForestLCBPBI_CD_Refined,0.473164
exp_mo_4plus16_run3,(4+16)-ES,5,75,MOBORandomForestLCBPBICD,0.468979
exp_mo_4plus16_run3,(4+16)-ES,5,76,MOBORandomForestLCBPBI_CD,0.529461
exp_mo_4plus16_run3,(4+16)-ES,5,77,MOBORandomForestPBI_CD,
exp_mo_4plus16_run3,(4+16)-ES,5,78,MOBORandomForestLCBPBI_CD,0.448759
exp_mo_4plus16_run3,(4+16)-ES,5,79,MOBORandomForestPBIHybrid,0.422731
